[09:26:12 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 3.59MB
[09:31:19 INF] Usage: Total CPU 1.64% | App CPU 0.00% | App Heap 5.26MB
[09:31:20 INF] Usage: Total CPU 2.77% | App CPU 0.00% | App Heap 5.26MB
[09:31:21 INF] Usage: Total CPU 0.43% | App CPU 0.00% | App Heap 5.26MB
[09:31:22 INF] Usage: Total CPU 3.09% | App CPU 0.00% | App Heap 5.27MB
[09:31:23 INF] Usage: Total CPU 0.73% | App CPU 0.00% | App Heap 5.26MB
[09:31:24 INF] Usage: Total CPU 1.47% | App CPU 0.00% | App Heap 5.26MB
[09:31:25 INF] Usage: Total CPU 0.53% | App CPU 0.00% | App Heap 5.27MB
[09:31:26 INF] Usage: Total CPU 3.35% | App CPU 0.00% | App Heap 5.26MB
[09:31:27 INF] Usage: Total CPU 0.74% | App CPU 0.00% | App Heap 5.26MB
[09:31:28 INF] Usage: Total CPU 2.09% | App CPU 0.00% | App Heap 5.27MB
[09:31:29 INF] Usage: Total CPU 0.73% | App CPU 0.00% | App Heap 5.27MB
[09:31:30 INF] Usage: Total CPU 0.57% | App CPU 0.00% | App Heap 5.26MB
[09:31:31 INF] Usage: Total CPU 3.66% | App CPU 0.32% | App Heap 5.27MB
[09:31:32 INF] Usage: Total CPU 1.24% | App CPU 0.00% | App Heap 5.26MB
[09:31:33 INF] Usage: Total CPU 1.09% | App CPU 0.00% | App Heap 5.27MB
[09:31:34 INF] Usage: Total CPU 0.40% | App CPU 0.00% | App Heap 5.26MB
[09:31:35 INF] Usage: Total CPU 5.23% | App CPU 0.00% | App Heap 5.26MB
[09:31:36 INF] Usage: Total CPU 1.96% | App CPU 0.00% | App Heap 5.26MB
[09:31:37 INF] Usage: Total CPU 1.76% | App CPU 0.38% | App Heap 5.27MB
[09:31:38 INF] Usage: Total CPU 2.99% | App CPU 0.00% | App Heap 5.26MB
[09:31:39 INF] Usage: Total CPU 1.52% | App CPU 0.00% | App Heap 5.26MB
[09:31:40 INF] Usage: Total CPU 1.70% | App CPU 0.00% | App Heap 5.26MB
[09:31:41 INF] Usage: Total CPU 1.25% | App CPU 0.00% | App Heap 5.27MB
[09:31:42 INF] Usage: Total CPU 0.09% | App CPU 0.00% | App Heap 5.26MB
[09:31:43 INF] Usage: Total CPU 3.86% | App CPU 0.06% | App Heap 5.26MB
[09:31:44 INF] Usage: Total CPU 0.37% | App CPU 0.00% | App Heap 5.26MB
[09:31:45 INF] Usage: Total CPU 4.59% | App CPU 0.00% | App Heap 5.27MB
[09:31:46 INF] Usage: Total CPU 0.46% | App CPU 0.00% | App Heap 5.27MB
[09:31:47 INF] Usage: Total CPU 3.46% | App CPU 0.00% | App Heap 5.27MB
[09:31:48 INF] Usage: Total CPU 1.83% | App CPU 0.00% | App Heap 5.26MB
[09:31:49 INF] Usage: Total CPU 2.50% | App CPU 0.84% | App Heap 5.27MB
[09:31:50 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 5.27MB
[09:31:51 INF] Usage: Total CPU 2.93% | App CPU 0.00% | App Heap 5.27MB
[09:31:52 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 5.27MB
[09:31:53 INF] Usage: Total CPU 2.98% | App CPU 0.00% | App Heap 5.27MB
[09:31:54 INF] Usage: Total CPU 3.27% | App CPU 0.00% | App Heap 5.27MB
[09:31:55 INF] Usage: Total CPU 6.67% | App CPU 1.47% | App Heap 5.27MB
[09:31:56 INF] Usage: Total CPU 7.37% | App CPU 0.00% | App Heap 5.27MB
[09:31:57 INF] Usage: Total CPU 2.53% | App CPU 0.00% | App Heap 5.27MB
[09:31:58 INF] Usage: Total CPU 2.52% | App CPU 0.00% | App Heap 5.27MB
[09:31:59 INF] Usage: Total CPU 0.43% | App CPU 0.00% | App Heap 5.27MB
[09:32:00 INF] Usage: Total CPU 1.42% | App CPU 0.00% | App Heap 5.27MB
[09:32:01 INF] Usage: Total CPU 3.04% | App CPU 0.00% | App Heap 5.27MB
[09:32:02 INF] Usage: Total CPU 0.85% | App CPU 0.00% | App Heap 5.27MB
[09:32:03 INF] Usage: Total CPU 1.28% | App CPU 0.00% | App Heap 5.27MB
[09:32:04 INF] Usage: Total CPU 2.65% | App CPU 0.39% | App Heap 5.27MB
[09:32:05 INF] Usage: Total CPU 11.61% | App CPU 0.00% | App Heap 5.27MB
[09:32:06 INF] Usage: Total CPU 11.82% | App CPU 0.00% | App Heap 5.27MB
[09:32:07 INF] Usage: Total CPU 2.96% | App CPU 0.00% | App Heap 5.27MB
[09:32:08 INF] Usage: Total CPU 6.53% | App CPU 1.99% | App Heap 6.99MB
[09:32:09 INF] Usage: Total CPU 9.91% | App CPU 0.97% | App Heap 7.29MB
[09:32:10 INF] Usage: Total CPU 8.36% | App CPU 1.10% | App Heap 7.54MB
[09:32:11 INF] Usage: Total CPU 4.78% | App CPU 1.67% | App Heap 7.69MB
[09:32:12 INF] Usage: Total CPU 3.32% | App CPU 0.71% | App Heap 7.74MB
[09:32:13 INF] Usage: Total CPU 3.36% | App CPU 0.45% | App Heap 7.71MB
[09:32:14 INF] Usage: Total CPU 6.28% | App CPU 0.25% | App Heap 7.81MB
[09:32:15 INF] Usage: Total CPU 5.75% | App CPU 2.06% | App Heap 7.74MB
[09:32:16 INF] Usage: Total CPU 4.32% | App CPU 0.45% | App Heap 7.84MB
[09:32:17 INF] Usage: Total CPU 2.70% | App CPU 0.00% | App Heap 7.74MB
[09:32:18 INF] Usage: Total CPU 4.40% | App CPU 0.00% | App Heap 7.80MB
[09:32:19 INF] Usage: Total CPU 5.39% | App CPU 1.21% | App Heap 8.04MB
[09:32:20 INF] Usage: Total CPU 7.01% | App CPU 0.00% | App Heap 8.10MB
[09:32:21 INF] Usage: Total CPU 6.52% | App CPU 0.06% | App Heap 8.11MB
[09:32:22 INF] Usage: Total CPU 6.53% | App CPU 0.00% | App Heap 8.10MB
[09:32:23 INF] Usage: Total CPU 8.10% | App CPU 0.00% | App Heap 8.10MB
[09:32:24 INF] Usage: Total CPU 7.17% | App CPU 1.03% | App Heap 8.10MB
[09:32:26 INF] Usage: Total CPU 1.91% | App CPU 0.00% | App Heap 8.07MB
[09:32:27 INF] Usage: Total CPU 7.61% | App CPU 0.26% | App Heap 8.28MB
[09:32:28 INF] Usage: Total CPU 3.51% | App CPU 0.13% | App Heap 8.06MB
[09:32:29 INF] Usage: Total CPU 5.80% | App CPU 0.19% | App Heap 8.27MB
[09:32:30 INF] Usage: Total CPU 3.95% | App CPU 0.06% | App Heap 8.20MB
[09:32:31 INF] Usage: Total CPU 3.28% | App CPU 0.00% | App Heap 8.14MB
[09:32:32 INF] Usage: Total CPU 2.94% | App CPU 0.00% | App Heap 8.13MB
[09:32:33 INF] Usage: Total CPU 5.60% | App CPU 0.32% | App Heap 8.11MB
[09:32:34 INF] Usage: Total CPU 3.82% | App CPU 1.59% | App Heap 8.21MB
[09:32:35 INF] Usage: Total CPU 5.45% | App CPU 0.26% | App Heap 8.32MB
[09:32:36 INF] Usage: Total CPU 4.49% | App CPU 1.48% | App Heap 8.30MB
[09:32:37 INF] Usage: Total CPU 2.82% | App CPU 0.00% | App Heap 8.16MB
[09:32:38 INF] Usage: Total CPU 2.79% | App CPU 0.13% | App Heap 8.16MB
[09:32:39 INF] Usage: Total CPU 4.21% | App CPU 0.00% | App Heap 8.16MB
[09:32:40 INF] Usage: Total CPU 3.51% | App CPU 0.00% | App Heap 8.17MB
[09:32:41 INF] Usage: Total CPU 2.88% | App CPU 0.00% | App Heap 8.13MB
[09:32:42 INF] Usage: Total CPU 6.13% | App CPU 1.23% | App Heap 8.20MB
[09:32:43 INF] Usage: Total CPU 4.17% | App CPU 0.00% | App Heap 8.15MB
[09:32:44 INF] Usage: Total CPU 5.71% | App CPU 0.00% | App Heap 8.15MB
[09:32:45 INF] Usage: Total CPU 2.63% | App CPU 0.00% | App Heap 8.16MB
[09:32:46 INF] Usage: Total CPU 4.89% | App CPU 0.00% | App Heap 8.15MB
[09:32:47 INF] Usage: Total CPU 4.62% | App CPU 1.55% | App Heap 8.16MB
[09:32:48 INF] Usage: Total CPU 5.01% | App CPU 0.00% | App Heap 8.16MB
[09:32:49 INF] Usage: Total CPU 3.91% | App CPU 0.00% | App Heap 8.15MB
[09:32:50 INF] Usage: Total CPU 3.74% | App CPU 1.54% | App Heap 8.15MB
[09:32:51 INF] Usage: Total CPU 4.54% | App CPU 0.00% | App Heap 8.15MB
[09:32:52 INF] Usage: Total CPU 4.16% | App CPU 0.00% | App Heap 8.15MB
[09:32:53 INF] Usage: Total CPU 3.22% | App CPU 0.00% | App Heap 8.15MB
[09:32:54 INF] Usage: Total CPU 4.96% | App CPU 0.13% | App Heap 8.24MB
[09:32:55 INF] Usage: Total CPU 7.56% | App CPU 1.87% | App Heap 8.15MB
[09:32:56 INF] Usage: Total CPU 4.86% | App CPU 0.00% | App Heap 8.12MB
[09:32:57 INF] Usage: Total CPU 7.00% | App CPU 1.16% | App Heap 8.06MB
[09:32:58 INF] Usage: Total CPU 1.81% | App CPU 0.00% | App Heap 8.13MB
[09:32:59 INF] Usage: Total CPU 4.59% | App CPU 0.00% | App Heap 8.13MB
[09:33:00 INF] Usage: Total CPU 7.35% | App CPU 1.73% | App Heap 8.25MB
[09:33:01 INF] Usage: Total CPU 4.57% | App CPU 0.13% | App Heap 8.17MB
[09:33:02 INF] Usage: Total CPU 2.23% | App CPU 0.00% | App Heap 8.17MB
[09:33:03 INF] Usage: Total CPU 6.08% | App CPU 0.19% | App Heap 8.25MB
[09:33:04 INF] Usage: Total CPU 4.69% | App CPU 0.00% | App Heap 8.17MB
[09:33:05 INF] Usage: Total CPU 2.75% | App CPU 0.00% | App Heap 8.23MB
[09:33:06 INF] Usage: Total CPU 3.53% | App CPU 1.09% | App Heap 8.16MB
[09:33:07 INF] Usage: Total CPU 7.45% | App CPU 0.19% | App Heap 8.09MB
[09:33:08 INF] Usage: Total CPU 3.04% | App CPU 0.00% | App Heap 8.15MB
[09:33:09 INF] Usage: Total CPU 5.36% | App CPU 0.26% | App Heap 8.06MB
[09:33:10 INF] Usage: Total CPU 4.80% | App CPU 1.03% | App Heap 8.13MB
[09:33:11 INF] Usage: Total CPU 2.38% | App CPU 0.06% | App Heap 8.06MB
[09:33:12 INF] Usage: Total CPU 4.18% | App CPU 0.00% | App Heap 8.19MB
[09:33:13 INF] Usage: Total CPU 7.98% | App CPU 0.58% | App Heap 8.06MB
[09:33:14 INF] Usage: Total CPU 4.54% | App CPU 1.48% | App Heap 8.12MB
[09:33:15 INF] Usage: Total CPU 6.35% | App CPU 0.00% | App Heap 8.12MB
[09:33:16 INF] Usage: Total CPU 10.88% | App CPU 1.55% | App Heap 8.12MB
[09:33:17 INF] Usage: Total CPU 12.37% | App CPU 0.00% | App Heap 8.12MB
[09:33:18 INF] Usage: Total CPU 6.88% | App CPU 0.00% | App Heap 8.12MB
[09:33:19 INF] Usage: Total CPU 9.47% | App CPU 0.00% | App Heap 8.12MB
[09:33:20 INF] Usage: Total CPU 3.12% | App CPU 0.00% | App Heap 8.13MB
[09:33:21 INF] Usage: Total CPU 3.64% | App CPU 0.00% | App Heap 8.12MB
[09:33:22 INF] Usage: Total CPU 3.69% | App CPU 1.55% | App Heap 8.12MB
[09:33:23 INF] Usage: Total CPU 8.72% | App CPU 0.00% | App Heap 8.13MB
[09:33:24 INF] Usage: Total CPU 8.40% | App CPU 1.54% | App Heap 8.13MB
[09:33:25 INF] Usage: Total CPU 17.93% | App CPU 0.00% | App Heap 8.12MB
[09:33:26 INF] Usage: Total CPU 10.55% | App CPU 0.00% | App Heap 8.13MB
[09:33:27 INF] Usage: Total CPU 5.46% | App CPU 0.13% | App Heap 8.12MB
[09:33:28 INF] Usage: Total CPU 5.19% | App CPU 1.48% | App Heap 8.13MB
[09:33:29 INF] Usage: Total CPU 3.02% | App CPU 0.00% | App Heap 8.13MB
[09:33:30 INF] Usage: Total CPU 6.24% | App CPU 0.00% | App Heap 8.12MB
[09:33:31 INF] Usage: Total CPU 10.27% | App CPU 1.03% | App Heap 8.12MB
[09:33:32 INF] Usage: Total CPU 3.91% | App CPU 0.00% | App Heap 8.13MB
[09:33:33 INF] Usage: Total CPU 4.62% | App CPU 0.00% | App Heap 8.12MB
[09:33:34 INF] Usage: Total CPU 3.70% | App CPU 0.06% | App Heap 8.13MB
[09:33:35 INF] Usage: Total CPU 4.03% | App CPU 0.00% | App Heap 8.13MB
[09:33:36 INF] Usage: Total CPU 3.81% | App CPU 0.00% | App Heap 8.13MB
[09:33:37 INF] Usage: Total CPU 5.17% | App CPU 0.00% | App Heap 8.13MB
[09:33:38 INF] Usage: Total CPU 3.43% | App CPU 0.00% | App Heap 8.12MB
[09:33:39 INF] Usage: Total CPU 2.99% | App CPU 0.00% | App Heap 8.13MB
[09:33:40 INF] Usage: Total CPU 2.74% | App CPU 0.00% | App Heap 8.12MB
[09:33:41 INF] Usage: Total CPU 5.64% | App CPU 0.00% | App Heap 8.12MB
[09:33:42 INF] Usage: Total CPU 0.81% | App CPU 0.00% | App Heap 8.12MB
[09:33:43 INF] Usage: Total CPU 3.68% | App CPU 0.00% | App Heap 8.12MB
[09:33:44 INF] Usage: Total CPU 2.67% | App CPU 0.00% | App Heap 8.12MB
[09:33:45 INF] Usage: Total CPU 4.82% | App CPU 0.00% | App Heap 8.12MB
[09:33:46 INF] Usage: Total CPU 6.97% | App CPU 1.54% | App Heap 8.12MB
[09:33:47 INF] Usage: Total CPU 3.42% | App CPU 1.55% | App Heap 8.13MB
[09:33:48 INF] Usage: Total CPU 2.89% | App CPU 0.00% | App Heap 8.13MB
[09:33:49 INF] Usage: Total CPU 6.46% | App CPU 0.00% | App Heap 8.13MB
[09:33:50 INF] Usage: Total CPU 4.90% | App CPU 0.00% | App Heap 8.12MB
[09:33:51 INF] Usage: Total CPU 14.34% | App CPU 0.00% | App Heap 8.12MB
[09:33:53 INF] Usage: Total CPU 4.54% | App CPU 0.00% | App Heap 8.12MB
[09:33:54 INF] Usage: Total CPU 3.62% | App CPU 0.00% | App Heap 8.11MB
[09:33:55 INF] Usage: Total CPU 12.47% | App CPU 0.00% | App Heap 8.10MB
[09:33:56 INF] Usage: Total CPU 13.28% | App CPU 0.00% | App Heap 8.11MB
[09:33:57 INF] Usage: Total CPU 9.80% | App CPU 0.00% | App Heap 8.11MB
[09:33:58 INF] Usage: Total CPU 3.25% | App CPU 0.00% | App Heap 8.11MB
[09:33:59 INF] Usage: Total CPU 5.15% | App CPU 0.00% | App Heap 8.11MB
[09:34:00 INF] Usage: Total CPU 4.16% | App CPU 0.00% | App Heap 8.11MB
[09:34:01 INF] Usage: Total CPU 3.93% | App CPU 0.00% | App Heap 8.11MB
[09:34:02 INF] Usage: Total CPU 4.89% | App CPU 1.55% | App Heap 8.11MB
[09:34:03 INF] Usage: Total CPU 2.11% | App CPU 0.00% | App Heap 8.11MB
[09:34:04 INF] Usage: Total CPU 4.46% | App CPU 0.00% | App Heap 8.11MB
[09:34:05 INF] Usage: Total CPU 3.64% | App CPU 0.97% | App Heap 8.11MB
[09:34:06 INF] Usage: Total CPU 2.89% | App CPU 0.00% | App Heap 8.11MB
[09:34:07 INF] Usage: Total CPU 5.03% | App CPU 0.00% | App Heap 8.11MB
[09:34:08 INF] Usage: Total CPU 2.90% | App CPU 0.00% | App Heap 8.11MB
[09:34:09 INF] Usage: Total CPU 5.45% | App CPU 0.06% | App Heap 8.11MB
[09:34:10 INF] Usage: Total CPU 5.90% | App CPU 0.00% | App Heap 8.11MB
[09:34:11 INF] Usage: Total CPU 4.41% | App CPU 1.55% | App Heap 8.11MB
[09:34:12 INF] Usage: Total CPU 2.92% | App CPU 0.00% | App Heap 8.11MB
[09:34:13 INF] Usage: Total CPU 7.36% | App CPU 0.00% | App Heap 8.11MB
[09:34:14 INF] Usage: Total CPU 2.87% | App CPU 0.00% | App Heap 8.11MB
[09:34:15 INF] Usage: Total CPU 6.19% | App CPU 0.00% | App Heap 8.11MB
[09:34:16 INF] Usage: Total CPU 4.44% | App CPU 1.54% | App Heap 8.11MB
[09:34:17 INF] Usage: Total CPU 2.43% | App CPU 0.00% | App Heap 8.11MB
[09:34:18 INF] Usage: Total CPU 3.92% | App CPU 0.00% | App Heap 8.11MB
[09:34:19 INF] Usage: Total CPU 2.95% | App CPU 1.55% | App Heap 8.11MB
[09:34:20 INF] Usage: Total CPU 3.99% | App CPU 0.00% | App Heap 8.11MB
[09:34:21 INF] Usage: Total CPU 2.65% | App CPU 0.13% | App Heap 8.10MB
[09:34:22 INF] Usage: Total CPU 4.14% | App CPU 0.06% | App Heap 8.07MB
[09:34:23 INF] Usage: Total CPU 1.90% | App CPU 0.00% | App Heap 8.07MB
[09:34:24 INF] Usage: Total CPU 2.60% | App CPU 0.00% | App Heap 8.07MB
[09:34:25 INF] Usage: Total CPU 2.57% | App CPU 1.03% | App Heap 8.07MB
[09:34:26 INF] Usage: Total CPU 2.17% | App CPU 0.06% | App Heap 8.05MB
[09:34:27 INF] Usage: Total CPU 3.43% | App CPU 0.00% | App Heap 8.06MB
[09:34:28 INF] Usage: Total CPU 0.78% | App CPU 0.00% | App Heap 8.05MB
[09:34:29 INF] Usage: Total CPU 2.63% | App CPU 0.00% | App Heap 8.05MB
[09:34:30 INF] Usage: Total CPU 3.57% | App CPU 0.00% | App Heap 8.06MB
[09:34:31 INF] Usage: Total CPU 2.32% | App CPU 0.00% | App Heap 8.06MB
[09:34:32 INF] Usage: Total CPU 2.43% | App CPU 0.00% | App Heap 8.05MB
[09:34:33 INF] Usage: Total CPU 4.39% | App CPU 0.00% | App Heap 8.05MB
[09:34:34 INF] Usage: Total CPU 2.34% | App CPU 0.00% | App Heap 8.05MB
[09:34:35 INF] Usage: Total CPU 2.76% | App CPU 0.00% | App Heap 8.06MB
[09:34:36 INF] Usage: Total CPU 5.38% | App CPU 0.00% | App Heap 8.05MB
[09:34:37 INF] Usage: Total CPU 4.94% | App CPU 0.00% | App Heap 8.06MB
[09:34:38 INF] Usage: Total CPU 3.14% | App CPU 0.00% | App Heap 8.05MB
[09:34:39 INF] Usage: Total CPU 2.41% | App CPU 0.00% | App Heap 8.06MB
[09:34:40 INF] Usage: Total CPU 7.85% | App CPU 0.00% | App Heap 8.05MB
[09:34:41 INF] Usage: Total CPU 6.95% | App CPU 0.06% | App Heap 8.05MB
[09:34:42 INF] Usage: Total CPU 8.60% | App CPU 0.19% | App Heap 8.05MB
[09:34:43 INF] Usage: Total CPU 4.34% | App CPU 0.00% | App Heap 8.12MB
[09:34:44 INF] Usage: Total CPU 3.60% | App CPU 0.00% | App Heap 8.24MB
[09:34:45 INF] Usage: Total CPU 1.13% | App CPU 0.00% | App Heap 8.16MB
[09:34:46 INF] Usage: Total CPU 2.86% | App CPU 0.00% | App Heap 8.17MB
[09:34:47 INF] Usage: Total CPU 2.93% | App CPU 0.00% | App Heap 8.16MB
[09:34:48 INF] Usage: Total CPU 2.45% | App CPU 0.00% | App Heap 8.16MB
[09:34:49 INF] Usage: Total CPU 4.78% | App CPU 0.00% | App Heap 8.17MB
[09:34:50 INF] Usage: Total CPU 3.23% | App CPU 0.00% | App Heap 8.17MB
[09:34:51 INF] Usage: Total CPU 3.23% | App CPU 0.00% | App Heap 8.16MB
[09:34:52 INF] Usage: Total CPU 2.85% | App CPU 0.00% | App Heap 8.16MB
[09:34:53 INF] Usage: Total CPU 4.01% | App CPU 0.52% | App Heap 8.16MB
[09:34:54 INF] Usage: Total CPU 2.76% | App CPU 0.06% | App Heap 8.16MB
[09:34:55 INF] Usage: Total CPU 6.67% | App CPU 0.06% | App Heap 8.16MB
[09:34:56 INF] Usage: Total CPU 3.48% | App CPU 0.00% | App Heap 8.16MB
[09:34:57 INF] Usage: Total CPU 2.96% | App CPU 0.00% | App Heap 8.17MB
[09:34:58 INF] Usage: Total CPU 1.53% | App CPU 0.00% | App Heap 8.14MB
[09:34:59 INF] Usage: Total CPU 5.04% | App CPU 0.00% | App Heap 8.13MB
[09:35:00 INF] Usage: Total CPU 5.41% | App CPU 1.55% | App Heap 8.14MB
[09:35:01 INF] Usage: Total CPU 1.99% | App CPU 0.00% | App Heap 8.13MB
[09:35:02 INF] Usage: Total CPU 4.27% | App CPU 0.13% | App Heap 8.13MB
[09:35:03 INF] Usage: Total CPU 4.14% | App CPU 1.34% | App Heap 8.13MB
[09:35:04 INF] Usage: Total CPU 5.45% | App CPU 0.00% | App Heap 8.13MB
[09:35:05 INF] Usage: Total CPU 2.93% | App CPU 0.00% | App Heap 8.15MB
[09:35:06 INF] Usage: Total CPU 3.02% | App CPU 0.00% | App Heap 8.13MB
[09:35:07 INF] Usage: Total CPU 4.53% | App CPU 0.00% | App Heap 8.13MB
[09:35:08 INF] Usage: Total CPU 2.31% | App CPU 1.55% | App Heap 8.14MB
[09:35:09 INF] Usage: Total CPU 2.66% | App CPU 0.00% | App Heap 8.13MB
[09:35:10 INF] Usage: Total CPU 4.70% | App CPU 0.00% | App Heap 8.14MB
[09:35:11 INF] Usage: Total CPU 3.52% | App CPU 0.00% | App Heap 8.13MB
[09:35:12 INF] Usage: Total CPU 2.66% | App CPU 0.00% | App Heap 8.14MB
[09:35:13 INF] Usage: Total CPU 4.75% | App CPU 0.00% | App Heap 8.13MB
[09:35:14 INF] Usage: Total CPU 3.78% | App CPU 1.29% | App Heap 8.13MB
[09:35:15 INF] Usage: Total CPU 1.13% | App CPU 0.00% | App Heap 8.13MB
[09:35:16 INF] Usage: Total CPU 4.90% | App CPU 0.00% | App Heap 8.13MB
[09:35:17 INF] Usage: Total CPU 4.14% | App CPU 0.00% | App Heap 8.14MB
[09:35:18 INF] Usage: Total CPU 2.82% | App CPU 0.00% | App Heap 8.13MB
[09:35:19 INF] Usage: Total CPU 5.46% | App CPU 0.00% | App Heap 8.14MB
[09:35:20 INF] Usage: Total CPU 4.69% | App CPU 0.00% | App Heap 8.13MB
[09:35:21 INF] Usage: Total CPU 2.19% | App CPU 0.00% | App Heap 8.13MB
[09:35:22 INF] Usage: Total CPU 4.36% | App CPU 0.00% | App Heap 8.13MB
[09:35:23 INF] Usage: Total CPU 4.63% | App CPU 0.06% | App Heap 8.13MB
[09:35:24 INF] Usage: Total CPU 4.46% | App CPU 1.48% | App Heap 8.13MB
[09:35:25 INF] Usage: Total CPU 2.49% | App CPU 0.00% | App Heap 8.13MB
[09:35:26 INF] Usage: Total CPU 3.88% | App CPU 0.00% | App Heap 8.13MB
[09:35:28 INF] Usage: Total CPU 3.05% | App CPU 0.00% | App Heap 8.13MB
[09:35:29 INF] Usage: Total CPU 2.86% | App CPU 0.00% | App Heap 8.13MB
[09:35:30 INF] Usage: Total CPU 3.70% | App CPU 0.00% | App Heap 8.13MB
[09:35:31 INF] Usage: Total CPU 1.06% | App CPU 0.00% | App Heap 8.13MB
[09:35:32 INF] Usage: Total CPU 2.81% | App CPU 0.00% | App Heap 8.14MB
[09:35:33 INF] Usage: Total CPU 1.86% | App CPU 0.00% | App Heap 8.13MB
[09:35:34 INF] Usage: Total CPU 2.26% | App CPU 0.00% | App Heap 8.14MB
[09:35:35 INF] Usage: Total CPU 4.84% | App CPU 1.54% | App Heap 8.13MB
[09:35:36 INF] Usage: Total CPU 1.60% | App CPU 0.00% | App Heap 8.13MB
[09:35:37 INF] Usage: Total CPU 5.33% | App CPU 0.00% | App Heap 8.13MB
[09:35:38 INF] Usage: Total CPU 2.61% | App CPU 0.00% | App Heap 8.13MB
[09:35:39 INF] Usage: Total CPU 2.02% | App CPU 0.00% | App Heap 8.13MB
[09:35:40 INF] Usage: Total CPU 3.08% | App CPU 0.00% | App Heap 8.14MB
[09:35:41 INF] Usage: Total CPU 2.98% | App CPU 0.00% | App Heap 8.13MB
[09:35:42 INF] Usage: Total CPU 2.91% | App CPU 0.00% | App Heap 8.13MB
[09:35:43 INF] Usage: Total CPU 2.17% | App CPU 0.00% | App Heap 8.12MB
[09:35:44 INF] Usage: Total CPU 2.68% | App CPU 0.00% | App Heap 8.10MB
[09:35:45 INF] Usage: Total CPU 3.21% | App CPU 0.00% | App Heap 8.10MB
[09:35:46 INF] Usage: Total CPU 4.56% | App CPU 0.06% | App Heap 8.10MB
[09:35:47 INF] Usage: Total CPU 2.42% | App CPU 0.06% | App Heap 8.10MB
[09:35:48 INF] Usage: Total CPU 2.65% | App CPU 0.00% | App Heap 8.10MB
[09:35:49 INF] Usage: Total CPU 3.88% | App CPU 0.06% | App Heap 8.10MB
[09:35:50 INF] Usage: Total CPU 3.49% | App CPU 1.54% | App Heap 8.10MB
[09:35:51 INF] Usage: Total CPU 1.75% | App CPU 0.00% | App Heap 8.10MB
[09:35:52 INF] Usage: Total CPU 2.70% | App CPU 0.00% | App Heap 8.10MB
[09:35:53 INF] Usage: Total CPU 3.96% | App CPU 1.23% | App Heap 8.10MB
[09:35:54 INF] Usage: Total CPU 0.75% | App CPU 0.00% | App Heap 8.10MB
[09:35:55 INF] Usage: Total CPU 5.98% | App CPU 0.00% | App Heap 8.09MB
[09:35:56 INF] Usage: Total CPU 7.76% | App CPU 0.00% | App Heap 8.06MB
[09:35:57 INF] Usage: Total CPU 7.68% | App CPU 0.00% | App Heap 8.05MB
[09:35:58 INF] Usage: Total CPU 2.26% | App CPU 0.00% | App Heap 8.05MB
[09:35:59 INF] Usage: Total CPU 3.08% | App CPU 0.00% | App Heap 8.05MB
[09:36:00 INF] Usage: Total CPU 3.05% | App CPU 0.00% | App Heap 8.05MB
[09:36:01 INF] Usage: Total CPU 3.25% | App CPU 0.00% | App Heap 8.06MB
[09:36:02 INF] Usage: Total CPU 2.87% | App CPU 0.00% | App Heap 8.06MB
[09:36:03 INF] Usage: Total CPU 3.69% | App CPU 0.00% | App Heap 8.05MB
[09:36:04 INF] Usage: Total CPU 3.62% | App CPU 0.00% | App Heap 8.06MB
[09:36:05 INF] Usage: Total CPU 3.46% | App CPU 0.00% | App Heap 8.06MB
[09:36:06 INF] Usage: Total CPU 1.61% | App CPU 0.00% | App Heap 8.06MB
[09:36:07 INF] Usage: Total CPU 3.91% | App CPU 0.00% | App Heap 8.05MB
[09:36:08 INF] Usage: Total CPU 3.72% | App CPU 0.00% | App Heap 8.06MB
[09:36:09 INF] Usage: Total CPU 4.15% | App CPU 0.00% | App Heap 8.05MB
[09:36:10 INF] Usage: Total CPU 4.05% | App CPU 0.00% | App Heap 8.05MB
[09:36:11 INF] Usage: Total CPU 4.52% | App CPU 0.00% | App Heap 8.05MB
[09:36:12 INF] Usage: Total CPU 1.85% | App CPU 0.06% | App Heap 8.06MB
[09:36:13 INF] Usage: Total CPU 5.65% | App CPU 0.26% | App Heap 8.06MB
[09:36:14 INF] Usage: Total CPU 2.53% | App CPU 0.00% | App Heap 8.05MB
[09:36:15 INF] Usage: Total CPU 5.27% | App CPU 0.06% | App Heap 8.03MB
[09:36:16 INF] Usage: Total CPU 4.03% | App CPU 1.55% | App Heap 8.03MB
[09:36:17 INF] Usage: Total CPU 3.64% | App CPU 0.00% | App Heap 8.03MB
[09:36:18 INF] Usage: Total CPU 5.26% | App CPU 0.00% | App Heap 8.03MB
[09:36:19 INF] Usage: Total CPU 3.66% | App CPU 0.00% | App Heap 8.03MB
[09:36:20 INF] Usage: Total CPU 8.35% | App CPU 0.00% | App Heap 8.03MB
[09:36:21 INF] Usage: Total CPU 24.46% | App CPU 0.00% | App Heap 8.03MB
[09:36:22 INF] Usage: Total CPU 5.08% | App CPU 0.00% | App Heap 8.03MB
[09:41:29 INF] Usage: Total CPU 0.00% | App CPU 0.00% | App Heap 3.57MB
[09:41:30 INF] Usage: Total CPU 13.47% | App CPU 3.60% | App Heap 4.99MB
